train_loss,train_acc,val_loss,val_acc,train_times,val_times,train_iou,val_iou
0.23746563077478086,0.8766949551598554,,,38.48567342499882,0.0,"tensor([0.8750, 0.7515, 0.6362, 0.8433, 0.4027, 0.6914], device='cuda:0')",
0.234613863846003,0.8774956708943203,,,35.64236331799839,0.0,"tensor([0.8780, 0.7525, 0.6362, 0.8443, 0.4061, 0.6928], device='cuda:0')",
0.2313827895006891,0.8792760396839133,0.6324307972123125,0.912330762471279,37.161725665999256,39.35448469900075,"tensor([0.8768, 0.7562, 0.6427, 0.8455, 0.4120, 0.6975], device='cuda:0')","tensor([0.9204, 0.7500, 0.8181, 0.8320, 0.9006, 0.7639], device='cuda:0')"
0.22890809380402,0.8797500138863299,,,36.1533446129979,0.0,"tensor([0.8810, 0.7573, 0.6454, 0.8445, 0.4109, 0.6961], device='cuda:0')",
0.2232635535173497,0.8824736079292976,,,34.81975007700021,0.0,"tensor([0.8828, 0.7620, 0.6510, 0.8475, 0.4203, 0.7042], device='cuda:0')",
0.2241386723215297,0.8823202166398706,,,35.13150790600048,0.0,"tensor([0.8806, 0.7618, 0.6475, 0.8487, 0.4209, 0.7037], device='cuda:0')",
0.22250979280067704,0.8828886340262838,,,36.14820591899843,0.0,"tensor([0.8807, 0.7631, 0.6509, 0.8480, 0.4261, 0.7060], device='cuda:0')",
0.22213784365330713,0.8835499612262341,0.6249266352367984,0.9202169965544967,35.70108144799815,40.442588967998745,"tensor([0.8823, 0.7644, 0.6505, 0.8499, 0.4265, 0.7044], device='cuda:0')","tensor([0.9292, 0.7723, 0.8158, 0.8412, 0.9103, 0.7815], device='cuda:0')"
0.21751215662491524,0.8854859571948801,,,40.19671659300002,0.0,"tensor([0.8876, 0.7673, 0.6552, 0.8510, 0.4338, 0.7108], device='cuda:0')",
0.21672165381201244,0.8869443459712201,,,40.92629991299691,0.0,"tensor([0.8856, 0.7708, 0.6628, 0.8538, 0.4308, 0.7100], device='cuda:0')",
0.21624457836151123,0.8866460452198173,,,38.45395925499906,0.0,"tensor([0.8852, 0.7696, 0.6572, 0.8537, 0.4353, 0.7123], device='cuda:0')",
0.21461829050617703,0.887493710667394,,,38.629753676999826,0.0,"tensor([0.8868, 0.7713, 0.6609, 0.8543, 0.4388, 0.7127], device='cuda:0')",
0.21222815410060397,0.888797883918072,0.6228682191857492,0.9220502249500769,36.545505728001444,49.17550332799874,"tensor([0.8878, 0.7737, 0.6610, 0.8564, 0.4451, 0.7154], device='cuda:0')","tensor([0.9309, 0.7805, 0.8225, 0.8421, 0.9118, 0.7759], device='cuda:0')"
0.21251576646404752,0.8888079202841686,,,39.898066834997735,0.0,"tensor([0.8887, 0.7740, 0.6637, 0.8560, 0.4412, 0.7138], device='cuda:0')",
0.1999790631866051,0.8955487067889589,,,37.071846171998914,0.0,"tensor([0.8966, 0.7853, 0.6774, 0.8662, 0.4631, 0.7265], device='cuda:0')",
0.1899495528916181,0.901505812656814,,,40.35810583100101,0.0,"tensor([0.9010, 0.7954, 0.6934, 0.8752, 0.4775, 0.7399], device='cuda:0')",
0.18239222997325963,0.9055575092615047,,,41.87264772599883,0.0,"tensor([0.9062, 0.8026, 0.7019, 0.8807, 0.4950, 0.7478], device='cuda:0')",
0.17706527384155887,0.909138020572259,0.6102524834921939,0.9352714345662588,39.95495245300117,45.59099036100088,"tensor([0.9104, 0.8092, 0.7094, 0.8862, 0.5018, 0.7538], device='cuda:0')","tensor([0.9413, 0.8091, 0.8404, 0.8662, 0.9228, 0.7992], device='cuda:0')"
0.17307465422456547,0.9111800678287945,,,41.739192959998036,0.0,"tensor([0.9145, 0.8130, 0.7156, 0.8883, 0.5088, 0.7568], device='cuda:0')",
0.16998911068095998,0.9129221050029229,,,39.2192477719982,0.0,"tensor([0.9164, 0.8164, 0.7193, 0.8904, 0.5154, 0.7610], device='cuda:0')",
0.16698929616960428,0.9147936597219212,,,39.29776546199719,0.0,"tensor([0.9190, 0.8198, 0.7240, 0.8932, 0.5202, 0.7637], device='cuda:0')",
0.1641898895219221,0.9164231668202912,,,37.5456156500004,0.0,"tensor([0.9208, 0.8230, 0.7265, 0.8952, 0.5275, 0.7679], device='cuda:0')",
0.16158925009480976,0.917829410416915,0.6039083703236572,0.9399937181291794,37.82155223500013,48.52120543899946,"tensor([0.9218, 0.8256, 0.7307, 0.8971, 0.5314, 0.7710], device='cuda:0')","tensor([0.9470, 0.8206, 0.8467, 0.8757, 0.9253, 0.8057], device='cuda:0')"
0.15877482181383393,0.9195205804405455,,,38.71949318000043,0.0,"tensor([0.9243, 0.8286, 0.7333, 0.8998, 0.5367, 0.7747], device='cuda:0')",
0.15767505297721443,0.9203342947641086,,,36.234107845000835,0.0,"tensor([0.9247, 0.8304, 0.7340, 0.9002, 0.5397, 0.7782], device='cuda:0')",
0.15503475107884002,0.9215904149099895,,,33.968692800997815,0.0,"tensor([0.9260, 0.8328, 0.7376, 0.9019, 0.5454, 0.7810], device='cuda:0')",
0.15286511321694163,0.9223127514674634,,,37.099194759000966,0.0,"tensor([0.9269, 0.8341, 0.7412, 0.9028, 0.5529, 0.7815], device='cuda:0')",
0.1515767883698819,0.9234573880397718,0.5997034755401388,0.9432545766041082,37.66998569599673,40.11760024900286,"tensor([0.9291, 0.8364, 0.7446, 0.9041, 0.5529, 0.7825], device='cuda:0')","tensor([0.9502, 0.8268, 0.8511, 0.8823, 0.9277, 0.8083], device='cuda:0')"
0.14966198663085195,0.9241470766396708,,,33.9738665679979,0.0,"tensor([0.9288, 0.8377, 0.7461, 0.9050, 0.5605, 0.7858], device='cuda:0')",
0.14788380846128626,0.9254298607616008,,,27.33822164400044,0.0,"tensor([0.9317, 0.8401, 0.7484, 0.9069, 0.5620, 0.7866], device='cuda:0')",
0.14684586422675747,0.9263718820744077,,,33.74154846900274,0.0,"tensor([0.9320, 0.8421, 0.7509, 0.9076, 0.5615, 0.7911], device='cuda:0')",
0.14437951090729842,0.9270167523329035,,,36.99287126700074,0.0,"tensor([0.9339, 0.8432, 0.7538, 0.9078, 0.5707, 0.7920], device='cuda:0')",
0.14378396522695736,0.927880217185163,0.5958973879881888,0.9469205941554131,37.82476293700165,51.937189052001486,"tensor([0.9340, 0.8451, 0.7554, 0.9095, 0.5697, 0.7933], device='cuda:0')","tensor([0.9531, 0.8353, 0.8565, 0.8896, 0.9306, 0.8128], device='cuda:0')"
0.14213594825843634,0.9283816227103644,,,40.31383156100128,0.0,"tensor([0.9347, 0.8460, 0.7573, 0.9098, 0.5744, 0.7953], device='cuda:0')",
0.14022823069560325,0.9294343800951823,,,38.60586861399861,0.0,"tensor([0.9355, 0.8480, 0.7621, 0.9114, 0.5780, 0.7967], device='cuda:0')",
0.1384987995912463,0.930178256604728,,,39.95521613099845,0.0,"tensor([0.9373, 0.8495, 0.7622, 0.9118, 0.5846, 0.7988], device='cuda:0')",
0.13783333488440108,0.9309564784957481,,,42.65780244599955,0.0,"tensor([0.9372, 0.8510, 0.7629, 0.9136, 0.5828, 0.8013], device='cuda:0')",
0.1361512462213888,0.9318362693113126,0.59308573783267,0.9492126588545337,38.15496516300118,55.95923603800111,"tensor([0.9391, 0.8526, 0.7649, 0.9146, 0.5879, 0.8024], device='cuda:0')","tensor([0.9546, 0.8412, 0.8609, 0.8949, 0.9327, 0.8155], device='cuda:0')"
0.1343289665498976,0.9323567037125442,,,38.599592462000146,0.0,"tensor([0.9393, 0.8538, 0.7687, 0.9147, 0.5941, 0.8038], device='cuda:0')",
0.13456997496344275,0.9326601205498547,,,38.61670166999829,0.0,"tensor([0.9404, 0.8545, 0.7691, 0.9150, 0.5901, 0.8039], device='cuda:0')",
0.13315100027090412,0.9338598962771596,,,36.68954102199859,0.0,"tensor([0.9419, 0.8568, 0.7717, 0.9169, 0.5899, 0.8070], device='cuda:0')",
0.1314943104477252,0.9345373668648121,,,37.07123879199935,0.0,"tensor([0.9421, 0.8581, 0.7718, 0.9182, 0.5980, 0.8086], device='cuda:0')",
